order_id,customer_id,order_date,product_id,product_category,quantity,price_per_unit,total_amount
O08222,C0071,2023-03-09,P021,Books,18.0,385.36,6936.48
O08223,C0015,2023-09-02,P074,Electronics,8.0,523.41,4187.28
O08224,C0003,2022-12-05,P083,Home,14.0,764.15,10698.1
O08225,C0101,2022-04-08,P127,Toys,20.0,997.81,19956.2
O08226,C0131,2023-11-19,P082,Home,10.0,441.72,4417.2
O08227,C0043,2022-10-28,P024,Electronics,11.0,494.54,5439.94
O08228,C0060,2023-01-07,P001,Books,3.0,1499.61,4498.83
O08229,C0186,2022-06-07,P130,Fashion,12.0,157.62,1891.44
O08230,C0071,2022-05-23,P035,Groceries,16.0,1027.47,16439.52
O08231,C0176,2023-03-14,P102,Groceries,14.0,1257.95,17611.3
O08232,C0170,2023-07-01,P010,Toys,9.0,87.4,786.6
O08233,C0087,2023-12-24,P068,Electronics,5.0,1252.85,6264.25
O08234,C0043,2022-06-15,P016,Home,8.0,260.36,2082.88
O08235,C0113,2023-06-28,P024,Groceries,15.0,632.61,9489.15
O08236,C0112,2023-02-20,P041,Toys,10.0,83.83,838.3
O08237,C0063,2022-01-26,P033,Books,8.0,726.75,5814.0
O08238,C0107,2023-02-27,P071,Books,7.0,156.88,1098.16
O08239,C0076,2023-09-09,P123,Electronics,2.0,1375.43,2750.86
O08240,C0171,2023-03-31,P019,Books,19.0,239.05,4541.95
O08241,C0150,2023-04-04,P047,Home,6.0,871.86,5231.16
O08242,C0158,2023-04-29,P113,Electronics,20.0,1028.82,20576.4
O08243,C0164,2023-05-25,P080,Electronics,8.0,1220.69,9765.52
O08244,C0148,2022-06-03,P039,,,,6651.89
O08245,C0037,2022-09-30,P066,Books,3.0,575.01,1725.03
O08246,C0017,2022-11-05,P122,Groceries,8.0,1403.83,11230.64
O08247,C0137,2022-09-18,P071,Fashion,3.0,1077.2,3231.6
O08248,C0080,2022-02-18,P118,Groceries,2.0,620.64,1241.28
O08249,C0028,2022-03-06,P024,Home,14.0,962.28,13471.92
O08250,C0065,2022-09-12,P081,Books,9.0,987.31,8885.79
O08251,C0066,2023-11-24,P092,Toys,10.0,1276.86,12768.6
O08252,C0082,2023-11-01,P024,Toys,8.0,778.59,6228.72
O08253,C0009,2023-03-24,P074,Books,3.0,930.71,2792.13
O08254,C0145,2022-12-27,P055,Home,11.0,945.44,10399.84
O08255,C0124,2023-07-09,P093,Books,3.0,734.76,2204.28
O08256,C0113,2023-04-10,P077,Electronics,12.0,541.01,6492.12
O08257,C0054,2022-09-09,P101,Toys,8.0,601.29,4810.32
O08258,C0153,2023-01-04,P009,Electronics,12.0,634.85,7618.2
O08259,C0039,2022-02-23,P118,Electronics,18.0,970.44,17467.92
O08260,C0114,2023-01-23,P058,Groceries,12.0,542.97,6515.64
O08261,C0021,2023-12-26,P087,,,,4077.64
O08262,C0083,2022-09-05,P073,Books,17.0,884.77,15041.09
O08263,C0110,2023-10-30,P098,Home,8.0,961.88,7695.04
O08264,C0011,2023-02-07,P052,Toys,14.0,1433.01,20062.14
O08265,C0149,2023-10-20,P054,,,,6532.74
O08266,C0036,2022-11-16,P020,Home,9.0,541.25,4871.25
O08267,C0073,2022-12-06,P039,Toys,16.0,271.21,4339.36
O08268,C0009,2023-03-20,P128,Groceries,4.0,512.29,2049.16
O08269,C0043,2023-08-01,P009,Groceries,15.0,709.71,10645.65
O08270,C0084,2022-01-26,P040,Groceries,17.0,582.8,9907.6
O08271,C0023,2022-04-14,P120,Fashion,6.0,602.8,3616.8
O08272,C0168,2023-01-09,P031,Toys,4.0,167.66,670.64
O08273,C0193,2022-06-12,P057,Fashion,4.0,59.26,237.04
O08274,C0099,2023-03-06,P026,Books,8.0,667.76,5342.08
O08275,C0164,2023-01-09,P083,Toys,9.0,1325.01,11925.09
O08276,C0027,2023-07-06,P115,Fashion,7.0,145.81,1020.67
O08277,C0027,2023-08-07,P089,Home,6.0,1190.4,7142.4
O08278,C0053,2023-07-14,P082,Groceries,4.0,657.78,2631.12
O08279,C0036,2023-08-23,P093,Groceries,16.0,217.4,3478.4
O08280,C0027,2022-08-05,P061,Home,19.0,1218.5,23151.5
O08281,C0034,2022-12-12,P070,Toys,4.0,1233.18,4932.72
O08282,C0147,2023-05-06,P097,Books,9.0,1016.37,9147.33
O08283,C0166,2023-06-08,P017,Electronics,9.0,365.88,3292.92
O08284,C0046,2022-10-01,P024,Home,4.0,1291.29,5165.16
O08285,C0147,2023-06-07,P088,,,,10770.06
O08286,C0083,2023-07-23,P044,Home,20.0,603.01,12060.2
O08287,C0004,2022-04-17,P023,Books,13.0,1202.54,15633.02
O08288,C0040,2022-11-04,P102,Toys,17.0,1152.02,19584.34
O08289,C0065,2023-04-26,P032,Electronics,17.0,56.24,956.08
O08290,C0138,2022-06-09,P084,Toys,6.0,1469.15,8814.9
O08291,C0012,2023-02-01,P080,Toys,2.0,222.26,444.52
O08292,C0172,2022-04-21,P063,Toys,18.0,1370.6,24670.8
O08293,C0156,2023-07-07,P004,Electronics,15.0,899.62,13494.3
O08294,C0149,2023-08-29,P054,Electronics,1.0,1205.35,1205.35
O08295,C0150,2023-09-13,P067,Home,8.0,666.16,5329.28
O08296,C0185,2023-06-28,P054,Fashion,14.0,661.58,9262.12
O08297,C0088,2022-10-01,P069,Groceries,19.0,1414.56,26876.64
O08298,C0199,2022-06-08,P107,Fashion,1.0,838.71,838.71
O08299,C0055,2022-10-12,P124,Books,15.0,700.05,10500.75
O08300,C0165,2023-02-28,P025,Electronics,16.0,685.24,10963.84
O08301,C0038,2022-05-10,P120,Electronics,7.0,1413.32,9893.24
O08302,C0009,2023-10-12,P095,Home,9.0,1108.3,9974.7
O08303,C0111,2023-09-05,P033,Electronics,10.0,871.95,8719.5
O08304,C0148,2022-08-16,P013,Fashion,9.0,348.98,3140.82
O08305,C0071,2023-01-12,P007,Groceries,5.0,290.34,1451.7
O08306,C0124,2022-07-10,P070,Fashion,12.0,649.04,7788.48
O08307,C0117,2023-10-01,P054,Groceries,10.0,1304.45,13044.5
O08308,C0094,2022-09-26,P038,Electronics,10.0,588.76,5887.6
O08309,C0064,2022-03-30,P005,Fashion,6.0,754.52,4527.12
O08310,C0170,2023-11-10,P053,Home,1.0,884.93,884.93
O08311,C0074,2022-09-25,P064,,,,4544.64
O08312,C0199,2022-08-27,P048,Books,13.0,1408.79,18314.27
O08313,C0033,2022-04-24,P022,Home,4.0,24.15,96.6
O08314,C0157,2023-03-19,P024,,,,1790.4
O08315,C0152,2022-01-10,P075,Home,19.0,402.56,7648.64
O08316,C0158,2022-06-21,P031,Books,4.0,1106.17,4424.68
O08317,C0182,2022-03-24,P075,Fashion,2.0,710.59,1421.18
O08318,C0135,2022-09-25,P036,Electronics,9.0,516.91,4652.19
O08319,C0091,2023-06-07,P108,Groceries,9.0,545.88,4912.92
O08320,C0061,2023-10-07,P051,Toys,13.0,217.44,2826.72
O08321,C0079,2023-04-25,P077,Groceries,16.0,1018.9,16302.4
O08322,C0130,2023-03-29,P099,Books,3.0,1285.81,3857.43
O08323,C0032,2023-04-04,P107,Home,3.0,920.14,2760.42
O08324,C0060,2022-08-26,P014,Home,19.0,835.3,15870.7
O08325,C0189,2023-04-16,P020,Toys,18.0,1215.03,21870.54
O08326,C0035,2023-02-25,P097,Toys,8.0,1327.25,10618.0
O08327,C0172,2022-09-16,P065,Toys,6.0,1104.62,6627.72
O08328,C0142,2022-04-12,P102,Books,8.0,104.79,838.32
O08329,C0189,2022-06-27,P076,,,,1788.22
O08330,C0079,2023-04-11,P071,Home,20.0,609.22,12184.4
O08331,C0107,2023-01-16,P049,Home,13.0,1092.21,14198.73
O08332,C0200,2022-02-09,P054,Groceries,7.0,434.05,3038.35
O08333,C0148,2023-11-28,P062,Toys,16.0,948.97,15183.52
O08334,C0140,2023-12-29,P108,Toys,1.0,756.91,756.91
O08335,C0190,2022-06-28,P044,Fashion,1.0,431.66,431.66
O08336,C0073,2022-10-14,P027,Fashion,17.0,694.59,11808.03
O08337,C0020,2023-01-09,P098,,,,1244.49
O08338,C0041,2022-11-24,P119,Toys,14.0,215.62,3018.68
O08339,C0057,2022-09-28,P041,Electronics,12.0,790.16,9481.92
O08340,C0065,2023-04-06,P042,Toys,12.0,1211.3,14535.6
O08341,C0012,2022-03-18,P012,Books,12.0,125.61,1507.32
O08342,C0195,2022-12-17,P098,Fashion,13.0,893.11,11610.43
O08343,C0037,2022-05-31,P001,,,,17499.6
O08344,C0102,2023-06-30,P073,Toys,4.0,875.51,3502.04
O08345,C0001,2022-05-06,P025,Books,8.0,925.34,7402.72
O08346,C0194,2023-01-29,P106,Fashion,7.0,681.07,4767.49
O08347,C0181,2022-01-09,P113,Toys,4.0,464.33,1857.32
O08348,C0106,2023-09-07,P077,Toys,10.0,851.5,8515.0
O08349,C0157,2023-09-03,P014,Electronics,4.0,1463.05,5852.2
O08350,C0087,2022-12-09,P082,Groceries,18.0,1355.13,24392.34
O08351,C0114,2022-03-04,P048,Books,7.0,314.71,2202.97
O08352,C0083,2023-11-23,P018,Groceries,3.0,1154.04,3462.12
O08353,C0107,2022-01-01,P058,Fashion,17.0,1227.7,20870.9
O08354,C0027,2022-03-27,P039,Home,15.0,1418.33,21274.95
O08355,C0011,2023-05-26,P006,Toys,18.0,1094.55,19701.9
O08356,C0068,2022-10-31,P094,Fashion,19.0,417.76,7937.44
O08357,C0066,2022-08-24,P037,Toys,18.0,997.96,17963.28
O08358,C0072,2023-12-22,P053,Electronics,7.0,288.86,2022.02
O08359,C0142,2022-11-13,P129,Electronics,11.0,653.65,7190.15
O08360,C0050,2023-11-01,P043,Fashion,16.0,1292.63,20682.08
O08361,C0185,2023-11-26,P047,Toys,14.0,435.83,6101.62
O08362,C0162,2023-04-20,P067,,,,9822.54
O08363,C0040,2023-09-16,P087,,,,2881.8
O08364,C0074,2023-02-02,P113,Toys,15.0,1352.55,20288.25
O08365,C0108,2022-07-22,P104,Books,2.0,645.07,1290.14
O08366,C0117,2023-11-03,P085,Home,16.0,654.67,10474.72
O08367,C0053,2022-07-07,P123,Home,10.0,262.3,2623.0
O08368,C0187,2022-04-22,P078,Home,19.0,832.71,15821.49
O08369,C0102,2022-03-04,P028,Electronics,19.0,680.93,12937.67
O08370,C0063,2022-06-13,P055,Toys,6.0,1158.76,6952.56
O08371,C0191,2023-11-22,P010,Fashion,19.0,863.69,16410.11
O08372,C0018,2022-06-13,P026,Toys,15.0,1449.41,21741.15
O08373,C0010,2023-03-11,P069,Groceries,5.0,840.44,4202.2
O08374,C0063,2023-02-26,P014,Fashion,12.0,1302.9,15634.8
O08375,C0044,2023-01-14,P110,Groceries,12.0,945.85,11350.2
O08376,C0123,2022-03-27,P013,Books,18.0,965.2,17373.6
O08377,C0126,2023-02-28,P087,Books,12.0,853.39,10240.68
O08378,C0197,2023-06-06,P092,Books,11.0,354.4,3898.4
O08379,C0093,2023-03-17,P071,Groceries,9.0,1010.56,9095.04
O08380,C0018,2023-05-10,P094,Books,5.0,11.28,56.4
O08381,C0129,2023-12-29,P070,Home,16.0,267.44,4279.04
O08382,C0124,2023-10-19,P111,Home,14.0,91.02,1274.28
O08383,C0024,2023-05-16,P094,,,,10546.24
O08384,C0023,2022-04-18,P118,Electronics,14.0,597.99,8371.86
O08385,C0156,2022-12-13,P108,Toys,20.0,1250.86,25017.2
O08386,C0110,2023-07-17,P009,Electronics,20.0,1301.24,26024.8
O08387,C0088,2022-01-14,P083,Electronics,18.0,630.98,11357.64
O08388,C0017,2023-09-08,P121,Fashion,4.0,1134.21,4536.84
O08389,C0143,2023-08-01,P053,Home,13.0,228.1,2965.3
O08390,C0066,2023-07-08,P001,Fashion,15.0,1020.0,15300.0
O08391,C0171,2022-03-27,P082,Books,20.0,914.82,18296.4
O08392,C0027,2022-01-04,P034,Electronics,1.0,14.25,14.25
O08393,C0094,2022-06-21,P062,Books,3.0,734.0,2202.0
O08394,C0183,2023-12-24,P100,Electronics,5.0,1475.96,7379.8
O08395,C0139,2023-07-01,P073,Fashion,14.0,1423.52,19929.28
O08396,C0170,2023-09-03,P122,Books,3.0,568.41,1705.23
O08397,C0164,2023-11-14,P129,Home,7.0,1445.18,10116.26
O08398,C0026,2023-12-01,P009,Home,7.0,25.33,177.31
O08399,C0158,2023-11-28,P084,Fashion,14.0,349.13,4887.82
O08400,C0040,2023-02-07,P042,Toys,17.0,608.12,10338.04
O08401,C0011,2023-09-29,P012,Books,19.0,606.35,11520.65
O08402,C0003,2023-03-24,P130,Toys,11.0,1423.31,15656.41
O08403,C0129,2023-07-17,P017,Home,7.0,74.69,522.83
O08404,C0164,2022-11-25,P049,,,,9155.88
O08405,C0168,2023-12-07,P085,Electronics,20.0,751.93,15038.6
O08406,C0065,2022-03-08,P032,Toys,7.0,774.88,5424.16
O08407,C0034,2022-09-30,P107,Home,6.0,400.08,2400.48
O08408,C0020,2022-09-13,P047,Groceries,16.0,948.09,15169.44
O08409,C0059,2023-04-12,P012,Electronics,9.0,375.08,3375.72
O08410,C0048,2023-08-23,P126,Fashion,13.0,1272.59,16543.67
O08411,C0026,2023-08-08,P051,Electronics,1.0,542.94,542.94
O08412,C0067,2023-04-02,P116,Home,6.0,716.23,4297.38
O08413,C0197,2022-07-26,P032,Home,17.0,500.08,8501.36
O08414,C0081,2023-03-06,P062,,,,1106.28
O08415,C0148,2023-05-04,P092,Books,7.0,1095.74,7670.18
O08416,C0174,2023-08-09,P078,Toys,4.0,287.63,1150.52
O08417,C0063,2023-10-15,P098,Home,12.0,466.72,5600.64
O08418,C0122,2023-07-12,P031,Books,19.0,981.11,18641.09
O08419,C0060,2023-08-24,P037,Home,3.0,45.28,135.84
O08420,C0186,2023-07-12,P121,Fashion,7.0,902.8,6319.6
O08421,C0062,2022-01-05,P120,Home,6.0,1462.86,8777.16
O08422,C0005,2022-03-01,P022,Groceries,6.0,1136.63,6819.78
O08423,C0146,2022-04-19,P062,Fashion,14.0,998.71,13981.94
O08424,C0131,2022-06-19,P045,Home,15.0,911.81,13677.15
O08425,C0070,2022-05-16,P068,Books,12.0,787.84,9454.08
O08426,C0166,2023-05-23,P051,Books,13.0,618.76,8043.88
O08427,C0053,2022-07-24,P052,Fashion,12.0,640.34,7684.08
O08428,C0167,2022-09-12,P103,Books,2.0,104.29,208.58
O08429,C0049,2022-07-15,P069,Books,4.0,490.28,1961.12
O08430,C0143,2023-10-25,P055,Toys,14.0,1026.67,14373.38
O08431,C0058,2022-07-07,P082,Toys,2.0,203.07,406.14
O08432,C0036,2023-06-10,P089,Home,1.0,1313.98,1313.98
O08433,C0104,2022-03-25,P081,Electronics,4.0,952.28,3809.12
O08434,C0073,2023-01-21,P007,Books,17.0,1096.46,18639.82
O08435,C0179,2023-04-03,P101,Groceries,6.0,539.31,3235.86
O08436,C0188,2022-10-14,P084,Books,2.0,1316.96,2633.92
O08437,C0192,2022-08-19,P093,Groceries,5.0,578.54,2892.7
O08438,C0019,2023-07-10,P116,Electronics,3.0,1026.63,3079.89
O08439,C0185,2023-10-24,P062,Fashion,5.0,105.96,529.8
O08440,C0101,2023-04-11,P001,Home,16.0,1188.41,19014.56
O08441,C0010,2022-06-28,P074,Home,16.0,781.85,12509.6
O08442,C0192,2022-01-11,P061,Home,3.0,14.02,42.06
O08443,C0075,2022-12-16,P085,Groceries,9.0,1117.82,10060.38
O08444,C0063,2023-08-13,P035,Home,20.0,172.19,3443.8
O08445,C0109,2023-12-17,P082,Groceries,10.0,277.57,2775.7
O08446,C0176,2022-04-11,P098,Toys,9.0,1235.7,11121.3
O08447,C0181,2022-04-21,P097,,,,22273.32
O08448,C0098,2023-04-24,P075,,,,4262.44
O08449,C0057,2023-12-25,P082,Electronics,6.0,791.47,4748.82
O08450,C0007,2022-12-21,P077,Fashion,11.0,601.37,6615.07
O08451,C0141,2023-03-09,P063,Toys,11.0,920.41,10124.51
O08452,C0060,2022-01-27,P099,Books,8.0,1149.72,9197.76
O08453,C0026,2023-12-12,P052,Toys,17.0,62.27,1058.59
O08454,C0089,2022-06-09,P123,Home,16.0,460.95,7375.2
O08455,C0168,2022-03-19,P036,Groceries,19.0,384.6,7307.4
O08456,C0139,2023-08-26,P017,Groceries,1.0,1038.79,1038.79
O08457,C0148,2022-10-11,P070,Home,19.0,1026.61,19505.59
O08458,C0122,2022-01-16,P126,Electronics,19.0,442.81,8413.39
O08459,C0056,2022-07-28,P083,Toys,12.0,621.15,7453.8
O08460,C0171,2022-01-28,P102,Books,3.0,719.28,2157.84
O08461,C0137,2023-05-27,P064,Home,15.0,145.85,2187.75
O08462,C0073,2023-07-29,P035,Electronics,5.0,525.07,2625.35
O08463,C0053,2023-01-04,P102,Fashion,15.0,934.15,14012.25
O08464,C0180,2022-07-06,P035,Home,19.0,1082.66,20570.54
O08465,C0041,2023-10-30,P031,Electronics,14.0,1282.86,17960.04
O08466,C0024,2023-05-27,P073,Toys,20.0,1334.33,26686.6
O08467,C0025,2023-04-20,P022,Toys,17.0,206.36,3508.12
O08468,C0149,2023-08-05,P096,Electronics,13.0,573.0,7449.0
O08469,C0055,2022-03-09,P071,Books,9.0,858.35,7725.15
O08470,C0004,2022-12-23,P008,Books,1.0,1411.06,1411.06
O08471,C0178,2022-01-08,P110,Home,6.0,600.24,3601.44
O08472,C0115,2022-01-15,P127,Books,7.0,604.72,4233.04
O08473,C0094,2022-07-24,P019,Electronics,2.0,1135.54,2271.08
O08474,C0106,2023-06-21,P018,Electronics,11.0,1304.68,14351.48
O08475,C0046,2023-11-15,P085,Home,10.0,798.04,7980.4
O08476,C0164,2022-09-09,P022,Toys,17.0,20.91,355.47
O08477,C0189,2023-05-14,P098,Groceries,6.0,234.18,1405.08
O08478,C0175,2022-05-11,P091,Books,11.0,365.11,4016.21
O08479,C0122,2023-12-24,P127,Home,18.0,144.69,2604.42
O08480,C0053,2023-06-22,P073,Books,10.0,1098.15,10981.5
O08481,C0169,2023-04-30,P078,Groceries,9.0,519.19,4672.71
O08482,C0176,2023-12-04,P091,,,,14520.04
O08483,C0016,2023-07-05,P024,Home,4.0,294.91,1179.64
O08484,C0104,2022-06-29,P037,Home,16.0,434.97,6959.52
O08485,C0149,2022-09-11,P070,Fashion,7.0,21.96,153.72
O08486,C0064,2022-08-19,P121,Toys,9.0,1043.14,9388.26
O08487,C0025,2022-02-01,P105,Fashion,19.0,1413.12,26849.28
O08488,C0057,2023-07-23,P052,Electronics,15.0,280.04,4200.6
O08489,C0141,2023-03-21,P029,Fashion,17.0,55.93,950.81
O08490,C0060,2022-12-30,P106,Toys,5.0,701.42,3507.1
O08491,C0177,2022-02-16,P030,Electronics,13.0,276.64,3596.32
O08492,C0132,2023-10-17,P072,Books,12.0,240.49,2885.88
O08493,C0068,2022-08-18,P066,Home,3.0,869.99,2609.97
O08494,C0044,2022-03-30,P036,Electronics,6.0,403.9,2423.4
O08495,C0083,2023-11-13,P047,Fashion,10.0,332.26,3322.6
O08496,C0050,2023-10-16,P102,Home,1.0,1332.52,1332.52
O08497,C0022,2023-07-08,P024,Books,17.0,585.08,9946.36
O08498,C0143,2022-10-05,P086,Electronics,5.0,1207.66,6038.3
O08499,C0027,2023-11-21,P063,Fashion,11.0,1151.25,12663.75
O08500,C0041,2022-02-25,P084,Books,8.0,1354.72,10837.76
O08501,C0021,2022-11-14,P123,,,,1952.43
O08502,C0070,2022-07-25,P123,Home,5.0,911.42,4557.1
O08503,C0138,2022-01-23,P020,Home,14.0,839.51,11753.14
O08504,C0180,2022-08-16,P047,Toys,11.0,1250.72,13757.92
O08505,C0058,2022-06-27,P057,Electronics,20.0,1395.26,27905.2
O08506,C0011,2022-09-02,P115,Home,16.0,1020.82,16333.12
O08507,C0024,2022-11-17,P103,Books,9.0,821.97,7397.73
O08508,C0119,2022-11-18,P003,Home,9.0,405.96,3653.64
O08509,C0002,2023-04-18,P006,Groceries,13.0,373.39,4854.07
O08510,C0187,2022-07-23,P097,Groceries,8.0,479.97,3839.76
O08511,C0060,2022-08-12,P033,Home,3.0,185.2,555.6
O08512,C0011,2022-07-15,P004,Home,15.0,955.08,14326.2
O08513,C0094,2023-07-28,P107,Toys,20.0,871.72,17434.4
O08514,C0063,2023-12-14,P111,Toys,6.0,1032.12,6192.72
O08515,C0133,2023-03-05,P010,Home,17.0,530.72,9022.24
O08516,C0067,2023-06-27,P049,Home,6.0,1037.75,6226.5
O08517,C0097,2023-03-30,P012,Books,13.0,425.78,5535.14
O08518,C0163,2022-02-10,P103,,,,1744.35
O08519,C0197,2022-01-10,P127,Fashion,5.0,723.2,3616.0
O08520,C0099,2022-09-03,P093,Electronics,4.0,640.65,2562.6
O08521,C0034,2022-05-08,P066,Home,18.0,1162.12,20918.16
O08522,C0173,2023-02-18,P102,Books,18.0,239.49,4310.82
O08523,C0097,2022-11-23,P113,Home,7.0,247.87,1735.09
O08524,C0086,2022-02-12,P080,Electronics,9.0,609.94,5489.46
O08525,C0142,2023-04-19,P106,Electronics,9.0,662.2,5959.8
O08526,C0124,2022-06-18,P020,Toys,20.0,1057.84,21156.8
O08527,C0069,2023-04-25,P068,Toys,15.0,455.96,6839.4
O08528,C0027,2023-08-07,P016,Toys,2.0,332.67,665.34
O08529,C0005,2022-01-31,P035,Fashion,1.0,1324.22,1324.22
O08530,C0124,2022-09-07,P030,Books,5.0,1329.17,6645.85
O08531,C0109,2022-10-08,P008,Books,13.0,1449.93,18849.09
O08532,C0184,2022-05-25,P028,Home,4.0,63.92,255.68
O08533,C0163,2023-07-01,P063,Groceries,12.0,1188.73,14264.76
O08534,C0137,2023-09-17,P123,Toys,15.0,1288.81,19332.15
O08535,C0145,2023-04-20,P007,Toys,3.0,904.76,2714.28
O08536,C0137,2022-07-08,P090,Fashion,2.0,889.8,1779.6
O08537,C0196,2022-11-03,P126,Toys,1.0,759.1,759.1
O08538,C0165,2023-04-16,P121,,,,572.05
O08539,C0196,2023-10-14,P024,Toys,10.0,676.51,6765.1
O08540,C0013,2023-03-01,P088,Fashion,7.0,637.01,4459.07
O08541,C0121,2022-09-20,P124,Fashion,12.0,1083.31,12999.72
O08542,C0197,2023-07-19,P001,Home,4.0,420.52,1682.08
O08543,C0048,2022-08-13,P101,Home,9.0,335.49,3019.41
O08544,C0071,2022-06-25,P029,Groceries,3.0,387.98,1163.94
O08545,C0078,2022-09-08,P027,Electronics,4.0,1157.89,4631.56
O08546,C0018,2023-02-25,P101,Books,4.0,104.1,416.4
O08547,C0082,2022-03-24,P032,Fashion,8.0,340.87,2726.96
O08548,C0163,2023-11-10,P001,Toys,2.0,748.58,1497.16
O08549,C0011,2023-02-21,P041,Books,19.0,150.03,2850.57
O08550,C0060,2022-06-06,P012,Fashion,14.0,584.78,8186.92
O08551,C0135,2023-03-09,P044,Electronics,12.0,1180.29,14163.48
O08552,C0043,2022-06-06,P043,Home,9.0,463.6,4172.4
O08553,C0133,2022-07-11,P042,Groceries,13.0,246.21,3200.73
O08554,C0068,2023-03-13,P008,Electronics,2.0,470.55,941.1
O08555,C0022,2022-09-22,P025,Electronics,5.0,706.25,3531.25
O08556,C0078,2022-02-19,P100,Home,13.0,1441.16,18735.08
O08557,C0170,2023-05-14,P107,Groceries,16.0,929.46,14871.36
O08558,C0200,2023-11-23,P127,Books,7.0,308.69,2160.83
O08559,C0141,2022-08-09,P072,Books,2.0,947.82,1895.64
O08560,C0125,2022-12-17,P036,Electronics,6.0,774.44,4646.64
O08561,C0023,2022-05-27,P024,Groceries,2.0,224.32,448.64
O08562,C0026,2022-03-08,P097,Fashion,9.0,951.83,8566.47
O08563,C0160,2023-10-11,P046,Fashion,19.0,1078.71,20495.49
O08564,C0199,2023-02-26,P119,Fashion,18.0,242.31,4361.58
O08565,C0081,2022-09-17,P007,Electronics,8.0,1369.53,10956.24
O08566,C0175,2022-01-11,P088,Electronics,16.0,985.99,15775.84
O08567,C0102,2023-07-20,P043,Electronics,15.0,653.58,9803.7
O08568,C0143,2023-03-21,P121,Fashion,4.0,1256.76,5027.04
O08569,C0013,2022-05-29,P115,Home,2.0,984.79,1969.58
O08570,C0030,2022-07-24,P011,Books,18.0,36.14,650.52
O08571,C0028,2023-02-07,P012,Groceries,11.0,1191.6,13107.6
O08572,C0132,2022-12-14,P003,Home,19.0,1267.68,24085.92
O08573,C0043,2022-06-04,P045,Fashion,12.0,830.37,9964.44
O08574,C0113,2023-11-04,P109,Toys,20.0,470.08,9401.6
O08575,C0100,2023-05-05,P087,Books,8.0,1308.07,10464.56
O08576,C0134,2022-12-11,P009,,,,1586.78
O08577,C0074,2023-05-17,P091,Fashion,2.0,323.26,646.52
O08578,C0181,2022-06-08,P023,Toys,14.0,79.23,1109.22
O08579,C0055,2022-06-27,P019,Fashion,16.0,1118.03,17888.48
O08580,C0166,2022-09-07,P051,Toys,16.0,462.34,7397.44
O08581,C0183,2022-09-19,P073,Books,2.0,450.33,900.66
O08582,C0044,2023-05-13,P130,Fashion,15.0,1336.34,20045.1
O08583,C0059,2023-03-06,P075,Home,10.0,1461.55,14615.5
O08584,C0176,2023-09-20,P021,Fashion,4.0,326.34,1305.36
O08585,C0168,2023-02-17,P028,Toys,3.0,229.21,687.63
O08586,C0114,2022-01-30,P083,Electronics,4.0,1303.85,5215.4
O08587,C0020,2022-06-18,P110,Fashion,19.0,1446.93,27491.67
O08588,C0197,2022-01-05,P019,Groceries,15.0,699.24,10488.6
O08589,C0171,2023-09-02,P057,Toys,19.0,443.52,8426.88
O08590,C0049,2022-03-28,P035,Fashion,9.0,431.14,3880.26
O08591,C0178,2023-08-20,P059,Home,6.0,1258.75,7552.5
O08592,C0149,2022-10-19,P101,Toys,20.0,1274.85,25497.0
O08593,C0068,2023-01-20,P022,Groceries,2.0,910.62,1821.24
O08594,C0097,2023-08-02,P056,Groceries,8.0,1437.27,11498.16
O08595,C0188,2022-01-20,P120,Books,6.0,264.1,1584.6
O08596,C0073,2023-09-15,P069,Home,20.0,1318.58,26371.6
O08597,C0001,2023-10-02,P129,Toys,18.0,209.3,3767.4
O08598,C0132,2022-05-09,P059,Toys,13.0,1392.3,18099.9
O08599,C0124,2023-10-05,P105,Fashion,3.0,748.73,2246.19
O08600,C0185,2023-10-29,P125,Home,11.0,19.96,219.56
O08601,C0027,2022-10-21,P068,Fashion,6.0,1330.23,7981.38
O08602,C0007,2022-10-25,P107,Groceries,14.0,1396.44,19550.16
O08603,C0116,2023-11-23,P077,Groceries,5.0,1345.1,6725.5
O08604,C0077,2022-11-21,P027,Fashion,12.0,882.85,10594.2
O08605,C0005,2023-01-12,P107,Home,2.0,188.18,376.36
O08606,C0027,2022-03-04,P048,Toys,6.0,677.78,4066.68
O08607,C0046,2023-07-20,P113,Home,8.0,172.59,1380.72
O08608,C0150,2022-12-25,P040,Groceries,20.0,750.71,15014.2
O08609,C0073,2023-09-06,P018,Toys,8.0,515.64,4125.12
O08610,C0003,2023-11-11,P002,Home,12.0,70.62,847.44
O08611,C0043,2022-03-31,P049,Groceries,6.0,1152.48,6914.88
O08612,C0182,2022-01-03,P046,Groceries,8.0,1149.16,9193.28
O08613,C0060,2023-04-17,P125,Books,13.0,836.84,10878.92
O08614,C0005,2023-05-09,P061,Fashion,1.0,495.39,495.39
O08615,C0058,2022-04-24,P076,Home,14.0,298.04,4172.56
O08616,C0004,2022-08-21,P088,Toys,13.0,669.1,8698.3
O08617,C0153,2023-09-13,P100,Groceries,10.0,366.12,3661.2
O08618,C0052,2022-07-22,P017,Home,13.0,1164.41,15137.33
O08619,C0163,2022-09-07,P067,Home,11.0,277.46,3052.06
O08620,C0008,2023-10-19,P069,Electronics,15.0,145.68,2185.2
O08621,C0172,2022-05-07,P068,Home,10.0,1363.74,13637.4
O08622,C0004,2022-09-04,P120,Toys,19.0,581.56,11049.64
